"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R590","2020-04-05 19:00:00","72.000","359.000","2.800","22.800","0.690","1008.700","","0.000","-99.000","-99.000","-99.000","27.500","","18.700",""
"C0A9E0","2020-04-05 19:00:00","26.000","97.000","1.100","16.200","0.770","1018.600","","1.000","-99.000","-99.000","-99.000","19.500","","16.100",""
"C0R480","2020-04-05 19:00:00","57.000","219.000","0.500","24.000","0.710","1009.800","","0.000","-99.000","-99.000","-99.000","28.300","","18.800",""
"C0X300","2020-04-05 19:00:00","70.000","86.000","0.400","18.000","0.850","1009.400","","0.000","-99.000","-99.000","-99.000","24.200","","15.700",""
"C0U970","2020-04-05 19:00:00","7.000","242.000","0.700","16.000","0.870","1022.200","","1.000","-99.000","-99.000","-99.000","19.200","","15.700",""
"C0R340","2020-04-05 19:00:00","230.000","28.000","3.200","19.900","0.810","991.400","","0.000","-99.000","-99.000","-99.000","25.300","","18.700",""
"C0M750","2020-04-05 19:00:00","10.000","30.000","4.900","17.500","0.870","1016.700","","0.000","-99.000","-99.000","-99.000","22.200","","17.000",""
"C0I110","2020-04-05 19:00:00","161.000","318.000","1.700","17.400","0.930","999.700","","1.000","-99.000","-99.000","-99.000","22.800","","17.100",""
"C0V370","2020-04-05 19:00:00","74.000","334.000","0.700","20.700","0.690","1009.800","","0.000","-99.000","-99.000","-99.000","28.400","","16.500",""
"C0C690","2020-04-05 19:00:00","242.000","89.000","2.200","13.800","0.810","991.500","","1.500","-99.000","-99.000","-99.000","17.600","","13.600",""
"C0A540","2020-04-05 19:00:00","401.000","0.000","0.100","12.700","0.990","974.000","","2.500","-99.000","-99.000","-99.000","15.200","","12.700",""
"C0SA60","2020-04-05 19:00:00","6.000","356.000","2.200","19.700","0.740","1019.100","","0.000","7.800","2.000","","24.100","","19.300",""
"C0H950","2020-04-05 19:00:00","192.000","308.000","0.800","16.500","0.990","995.800","","1.500","-99.000","-99.000","-99.000","21.600","","15.600",""
"C0O960","2020-04-05 19:00:00","112.000","348.000","2.200","19.300","0.740","1004.000","","0.000","-99.000","-99.000","-99.000","27.200","","15.900",""
"C0E880","2020-04-05 19:00:00","507.000","56.000","3.400","12.400","0.990","960.000","","2.500","-99.000","-99.000","-99.000","15.600","","12.400",""
"C0AH10","2020-04-05 19:00:00","30.000","106.000","2.900","16.600","1.000","1017.000","","1.000","-99.000","-99.000","-99.000","19.600","","16.400",""
"C0R680","2020-04-05 19:00:00","13.000","45.000","4.600","22.500","0.730","1017.000","","0.000","10.200","69.000","","24.700","","21.800",""
"C0X210","2020-04-05 19:00:00","38.000","53.000","2.800","18.400","0.820","1011.700","","0.000","-99.000","-99.000","-99.000","23.100","","16.400",""
"C0D430","2020-04-05 19:00:00","87.000","0.000","0.000","14.900","0.960","1007.700","","4.500","-99.000","-99.000","-99.000","20.700","","14.800",""
"C0AD30","2020-04-05 19:00:00","20.000","101.000","2.700","16.700","0.740","1016.200","","1.000","-99.000","-99.000","-99.000","19.900","","16.700",""
"C0R240","2020-04-05 19:00:00","87.000","13.000","0.500","22.200","0.800","1006.600","","0.000","-99.000","-99.000","-99.000","26.900","","18.200",""
"C0AI30","2020-04-05 19:00:00","26.000","82.000","6.100","16.400","0.900","1018.700","","0.500","-99.000","-99.000","-99.000","19.400","","16.400",""
"C0U960","2020-04-05 19:00:00","1885.000","3.000","2.100","5.500","1.000","816.900","","2.000","-99.000","-99.000","-99.000","10.400","","5.200",""
"C0T9E0","2020-04-05 19:00:00","415.000","5.000","1.000","15.300","0.850","974.600","","0.000","-99.000","-99.000","-99.000","17.500","","14.600",""
"C0D550","2020-04-05 19:00:00","1956.000","154.000","1.300","9.500","0.930","812.800","","9.000","-99.000","-99.000","-99.000","14.700","","8.600",""
"C0C630","2020-04-05 19:00:00","209.000","42.000","3.300","14.400","0.840","994.600","","3.000","12.500","29.000","","17.300","","14.100",""
"C0K250","2020-04-05 20:00:00","12.000","13.000","3.100","15.800","0.930","1017.600","","0.500","-99.000","-99.000","-99.000","21.600","","15.800",""
"C0R840","2020-04-05 20:00:00","536.000","45.000","7.000","16.400","-99.000","958.200","","0.000","-99.000","-99.000","-99.000","19.800","","15.900",""
"C0I410","2020-04-05 20:00:00","180.000","360.000","1.600","16.000","0.970","997.300","","1.500","-99.000","-99.000","-99.000","22.000","","15.900",""
"C0M410","2020-04-05 20:00:00","245.000","355.000","1.000","20.000","0.780","986.000","","0.000","-99.000","-99.000","-99.000","25.500","","18.200",""
"C0F9Z0","2020-04-05 20:00:00","3193.000","312.000","4.100","3.300","0.860","696.500","","0.500","13.700","326.000","","8.100","","2.800",""
"C0G810","2020-04-05 20:00:00","26.000","342.000","1.800","16.600","0.950","1015.500","","1.000","-99.000","-99.000","-99.000","22.000","","16.600",""
"C0U650","2020-04-05 20:00:00","442.000","248.000","0.600","12.600","0.990","971.400","","3.000","-99.000","-99.000","-99.000","15.600","","12.500",""
"C0D660","2020-04-05 20:00:00","65.000","21.000","1.500","15.900","0.790","1013.500","","3.000","-99.000","-99.000","-99.000","19.700","","15.500",""
"C0E540","2020-04-05 20:00:00","32.000","35.000","3.000","15.700","0.880","1017.200","","2.500","-99.000","-99.000","-99.000","20.200","","15.200",""
"C0W170","2020-04-05 20:00:00","42.000","44.000","6.100","13.500","0.650","1017.400","","0.000","11.600","68.000","","15.000","","12.700",""
"C0Z150","2020-04-05 20:00:00","27.000","151.000","0.700","18.200","0.870","1019.400","","0.000","-99.000","-99.000","-99.000","20.900","","17.900",""
"C0S840","2020-04-05 20:00:00","22.000","25.000","1.900","21.500","0.710","1019.300","","0.000","-99.000","-99.000","-99.000","24.600","","21.300",""
"C0H9A0","2020-04-05 20:00:00","1595.000","151.000","2.000","11.500","0.980","849.500","","9.000","-99.000","-99.000","-99.000","19.400","","10.800",""
"C0Z300","2020-04-05 20:00:00","182.000","75.000","0.700","16.600","0.990","1002.300","","0.000","-99.000","-99.000","-99.000","18.600","","16.000",""
"C0G730","2020-04-05 20:00:00","27.000","22.000","3.000","15.500","0.970","1016.700","","0.500","-99.000","-99.000","-99.000","20.600","","15.500",""
"C0V730","2020-04-05 20:00:00","33.000","349.000","2.300","22.300","0.630","1014.700","","0.000","-99.000","-99.000","-99.000","28.100","","18.800",""
"C0SA00","2020-04-05 20:00:00","466.000","0.000","0.000","16.500","1.000","967.300","","0.000","-99.000","-99.000","-99.000","20.500","","16.000",""
"C0S900","2020-04-05 20:00:00","27.000","359.000","4.300","22.600","0.690","1017.300","","1.000","11.400","343.000","","24.600","","21.500",""
"C0C480","2020-04-05 20:00:00","105.000","122.000","0.700","15.300","0.820","1008.600","","1.500","-99.000","-99.000","-99.000","19.000","","15.000",""
"C0UA60","2020-04-05 20:00:00","566.000","351.000","1.500","12.800","0.980","956.100","","0.500","-99.000","-99.000","-99.000","15.900","","12.300",""
"C0A980","2020-04-05 20:00:00","11.000","107.000","2.400","16.500","0.690","1021.000","","1.500","-99.000","-99.000","-99.000","19.400","","15.500",""
"C0C670","2020-04-05 20:00:00","250.000","10.000","2.500","13.700","0.840","991.500","","5.500","9.900","29.000","","16.800","","13.400",""
"C0K550","2020-04-05 20:00:00","15.000","351.000","2.100","16.500","0.880","1017.200","","0.000","-99.000","-99.000","-99.000","22.300","","16.500",""
"C0R350","2020-04-05 20:00:00","35.000","43.000","5.200","22.300","0.740","1014.600","","0.000","11.600","45.000","","25.800","","21.700",""
"C0T9F0","2020-04-05 20:00:00","251.000","0.000","0.000","15.600","0.930","992.800","","0.000","-99.000","-99.000","-99.000","18.500","","15.500",""
"C0D390","2020-04-05 20:00:00","146.000","0.000","0.000","14.400","0.900","1001.600","","6.500","-99.000","-99.000","-99.000","19.000","","14.200",""
"C0E430","2020-04-05 20:00:00","258.000","21.000","0.300","13.800","0.960","993.900","","5.000","-99.000","-99.000","-99.000","18.500","","13.800",""
"C0O990","2020-04-05 20:00:00","18.000","27.000","1.100","19.600","0.760","1015.600","","0.000","-99.000","-99.000","-99.000","26.900","","17.100",""
"CM0010","2020-04-05 20:00:00","68.000","40.000","1.400","15.600","0.770","1014.500","","1.000","-99.000","-99.000","-99.000","18.900","","15.300",""
"C0K500","2020-04-05 20:00:00","12.000","3.000","3.900","16.100","0.950","1016.000","","0.500","-99.000","-99.000","-99.000","21.200","","16.000",""
"C0X260","2020-04-05 20:00:00","39.000","357.000","2.300","17.200","0.920","1014.000","","0.000","-99.000","-99.000","-99.000","23.100","","15.900",""
"C0ACA0","2020-04-05 20:00:00","25.000","66.000","1.800","16.300","0.800","1017.700","","1.000","7.700","87.000","","19.300","","16.200",""
"C0X180","2020-04-05 20:00:00","62.000","143.000","0.600","19.800","0.770","1009.500","","0.000","-99.000","-99.000","-99.000","25.300","","16.500",""
"C0F930","2020-04-05 20:00:00","100.000","23.000","0.900","15.100","0.990","1007.300","","2.000","-99.000","-99.000","-99.000","20.500","","15.100",""
"C0I010","2020-04-05 20:00:00","1562.000","92.000","1.000","11.400","0.980","851.900","","12.000","-99.000","-99.000","-99.000","16.300","","11.300",""
"C0R190","2020-04-05 20:00:00","32.000","176.000","0.800","23.600","0.770","1013.600","","0.000","-99.000","-99.000","-99.000","27.700","","18.700",""
"C0E420","2020-04-05 20:00:00","19.000","21.000","1.900","15.500","0.840","1016.900","","2.000","-99.000","-99.000","-99.000","20.200","","15.200",""
"C0I460","2020-04-05 20:00:00","110.000","37.000","1.500","16.700","0.960","1005.600","","1.000","-99.000","-99.000","-99.000","21.800","","16.600",""
"C0A9F0","2020-04-05 20:00:00","35.000","106.000","1.700","16.000","0.780","1018.400","","1.000","-99.000","-99.000","-99.000","19.400","","15.800",""
"C0F9A0","2020-04-05 20:00:00","425.000","298.000","1.100","16.200","1.000","969.300","","4.000","-99.000","-99.000","-99.000","21.400","","15.000",""
"C0O950","2020-04-05 20:00:00","4.000","353.000","1.000","18.900","0.880","1016.900","","0.000","-99.000","-99.000","-99.000","25.200","","17.500",""
"C0M760","2020-04-05 20:00:00","40.000","17.000","1.400","16.600","0.910","1014.000","","0.500","-99.000","-99.000","-99.000","22.800","","16.500",""
"C0AH70","2020-04-05 20:00:00","34.000","80.000","2.400","16.300","0.730","1018.300","","1.000","-99.000","-99.000","-99.000","19.600","","16.200",""
"C0V250","2020-04-05 20:00:00","298.000","0.000","0.000","20.700","0.730","983.500","","0.000","-99.000","-99.000","-99.000","28.800","","18.300",""
"C0U980","2020-04-05 20:00:00","573.000","156.000","1.200","11.500","1.000","956.800","","2.000","-99.000","-99.000","-99.000","14.300","","11.500",""
"C0S740","2020-04-05 20:00:00","289.000","22.000","1.900","16.000","0.910","989.300","","0.000","-99.000","-99.000","-99.000","19.500","","15.400",""
"C0A940","2020-04-05 20:00:00","49.000","65.000","1.300","14.900","0.860","1017.100","","3.000","-99.000","-99.000","-99.000","18.000","","13.600",""
"C0T870","2020-04-05 20:00:00","135.000","0.000","0.000","16.000","0.990","1006.000","","0.500","-99.000","-99.000","-99.000","20.100","","15.900",""
"C0O930","2020-04-05 20:00:00","69.000","191.000","0.700","20.300","0.820","1009.400","","0.000","-99.000","-99.000","-99.000","27.700","","16.500",""
"C0AI40","2020-04-05 20:00:00","37.000","72.000","2.700","17.200","0.620","1017.700","","1.000","8.800","63.000","","19.600","","16.600",""
"C0C460","2020-04-05 20:00:00","482.000","0.000","0.000","12.900","0.970","965.000","","5.500","-99.000","-99.000","-99.000","17.100","","12.800",""
"C0T9D0","2020-04-05 20:00:00","7.000","0.000","0.100","16.900","0.930","1021.500","","0.000","-99.000","-99.000","-99.000","21.000","","16.800",""
"C0I390","2020-04-05 20:00:00","1184.000","0.000","0.200","14.000","0.990","890.100","","7.000","-99.000","-99.000","-99.000","19.200","","14.000",""
"C0B020","2020-04-05 20:00:00","86.000","6.000","3.500","16.500","0.710","1010.600","","0.500","-99.000","-99.000","-99.000","18.300","","15.200",""
"CM0170","2020-04-05 20:00:00","106.000","82.000","0.300","16.500","0.990","1007.300","","1.000","-99.000","-99.000","-99.000","20.900","","15.900",""
"C0F860","2020-04-05 20:00:00","2215.000","206.000","1.900","9.400","1.000","783.700","","9.000","-99.000","-99.000","-99.000","12.600","","8.800",""
"C0U890","2020-04-05 20:00:00","116.000","0.000","0.000","15.500","0.990","1009.900","","2.000","-99.000","-99.000","-99.000","17.800","","15.100",""
"C0G800","2020-04-05 20:00:00","15.000","30.000","3.600","15.700","0.990","1017.200","","1.500","-99.000","-99.000","-99.000","19.800","","15.700",""
"C0F850","2020-04-05 20:00:00","379.000","0.000","0.200","14.800","0.990","975.000","","3.500","-99.000","-99.000","-99.000","19.900","","14.600",""
"C0AH50","2020-04-05 20:00:00","275.000","79.000","4.000","13.600","0.990","988.900","","1.000","-99.000","-99.000","-99.000","17.300","","13.400",""
"C0Z160","2020-04-05 20:00:00","124.000","145.000","1.500","17.000","0.870","1010.600","","0.000","-99.000","-99.000","-99.000","20.200","","16.900",""
"C0R540","2020-04-05 20:00:00","17.000","217.000","1.800","24.900","0.680","1015.500","","0.000","-99.000","-99.000","-99.000","25.200","","19.700",""
"C0K480","2020-04-05 20:00:00","56.000","355.000","2.500","15.800","0.990","1011.900","","1.500","-99.000","-99.000","-99.000","20.600","","15.700",""
"C0H890","2020-04-05 20:00:00","440.000","349.000","0.300","17.900","0.960","967.300","","2.500","-99.000","-99.000","-99.000","24.100","","17.600",""
"C0S770","2020-04-05 20:00:00","375.000","115.000","0.900","17.700","0.830","977.100","","0.500","-99.000","-99.000","-99.000","20.200","","17.400",""
"C0X230","2020-04-05 20:00:00","29.000","353.000","3.600","17.200","0.870","1016.200","","0.000","-99.000","-99.000","-99.000","23.300","","16.200",""
"C0B010","2020-04-05 20:00:00","38.000","96.000","1.400","15.500","0.920","1015.500","","1.500","-99.000","-99.000","-99.000","18.900","","15.300",""
"C0R490","2020-04-05 20:00:00","49.000","360.000","1.100","22.700","0.630","1011.700","","0.000","-99.000","-99.000","-99.000","27.700","","19.100",""
"C0V440","2020-04-05 20:00:00","27.000","320.000","1.400","-99.000","0.740","1014.400","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA40","2020-04-05 20:00:00","200.000","313.000","1.100","17.000","0.840","998.500","","0.000","-99.000","-99.000","-99.000","20.400","","16.600",""
"C0Z280","2020-04-05 20:00:00","224.000","146.000","0.800","16.200","0.990","997.700","","1.000","-99.000","-99.000","-99.000","18.300","","15.700",""
"C0Z070","2020-04-05 20:00:00","247.000","0.000","0.000","16.000","0.990","992.700","","0.000","-99.000","-99.000","-99.000","17.700","","15.200",""
"CM0180","2020-04-05 20:00:00","313.000","0.000","0.100","21.200","0.740","983.100","","0.000","-99.000","-99.000","-99.000","27.300","","18.800",""
"C0T9N0","2020-04-05 20:00:00","261.000","27.000","1.700","16.200","0.900","991.800","","0.000","-99.000","-99.000","-99.000","18.900","","15.400",""
"C0K470","2020-04-05 20:00:00","97.000","0.000","0.200","16.200","0.990","1007.000","","1.500","-99.000","-99.000","-99.000","21.900","","16.000",""
"C0R720","2020-04-05 20:00:00","214.000","9.000","8.700","19.900","0.780","995.000","","0.000","14.300","16.000","","22.000","","19.400",""
"C0V650","2020-04-05 20:00:00","28.000","48.000","2.600","20.400","0.680","1016.600","","0.000","10.400","46.000","","25.400","","17.700",""
"C0H9C0","2020-04-05 20:00:00","3402.000","300.000","0.800","1.800","1.000","678.400","","25.500","-99.000","-99.000","-99.000","3.700","","1.700",""
"C0U780","2020-04-05 20:00:00","15.000","214.000","1.300","15.800","0.990","1021.100","","2.500","-99.000","-99.000","-99.000","18.100","","15.100",""
"C0U760","2020-04-05 20:00:00","22.000","357.000","0.500","16.500","0.890","1021.200","","0.500","-99.000","-99.000","-99.000","19.200","","16.200",""
"C0E830","2020-04-05 20:00:00","37.000","27.000","3.000","15.700","0.860","1015.400","","1.500","-99.000","-99.000","-99.000","19.800","","15.500",""
"C0K330","2020-04-05 20:00:00","38.000","347.000","2.000","15.800","0.990","1013.900","","1.500","-99.000","-99.000","-99.000","21.300","","15.800",""
"C0M660","2020-04-05 20:00:00","40.000","9.000","2.600","16.100","0.950","1014.300","","0.500","-99.000","-99.000","-99.000","21.800","","16.100",""
"C0D580","2020-04-05 20:00:00","120.000","0.000","0.000","14.100","0.970","1006.800","","3.500","-99.000","-99.000","-99.000","19.500","","14.000",""
"C0R640","2020-04-05 20:00:00","21.000","205.000","1.700","24.400","0.740","1015.200","","0.000","-99.000","-99.000","-99.000","25.700","","19.500",""
"C0E810","2020-04-05 20:00:00","53.000","19.000","2.500","14.200","0.990","1014.700","","3.000","-99.000","-99.000","-99.000","19.000","","14.200",""
"C0G830","2020-04-05 20:00:00","27.000","349.000","2.700","15.800","0.990","1014.100","","0.500","-99.000","-99.000","-99.000","20.500","","15.800",""
"C0A550","2020-04-05 20:00:00","422.000","0.000","0.000","12.500","1.000","973.600","","2.000","-99.000","-99.000","-99.000","14.300","","12.300",""
"C0G750","2020-04-05 20:00:00","31.000","357.000","2.300","15.700","0.910","1016.200","","-99.000","-99.000","-99.000","-99.000","20.500","","15.700",""
"C0Z270","2020-04-05 20:00:00","343.000","306.000","0.900","14.900","0.990","982.600","","1.000","-99.000","-99.000","-99.000","17.600","","14.600",""
"C0UA30","2020-04-05 20:00:00","1397.000","121.000","0.900","7.800","1.000","865.100","","7.000","-99.000","-99.000","-99.000","8.900","","7.400",""
"C0I080","2020-04-05 20:00:00","536.000","0.000","0.000","16.900","0.970","959.700","","2.000","-99.000","-99.000","-99.000","25.700","","15.400",""
"C0UA00","2020-04-05 20:00:00","392.000","0.000","0.000","13.200","1.000","977.600","","3.000","-99.000","-99.000","-99.000","16.800","","13.200",""
"C0AD40","2020-04-05 20:00:00","32.000","51.000","2.900","15.600","0.790","1017.500","","1.500","-99.000","-99.000","-99.000","18.600","","15.100",""
"C0G900","2020-04-05 20:00:00","20.000","23.000","3.800","16.700","0.890","1015.900","","1.000","-99.000","-99.000","-99.000","20.500","","16.400",""
"C0S660","2020-04-05 20:00:00","794.000","0.000","0.200","13.700","0.990","932.900","","0.500","-99.000","-99.000","-99.000","16.300","","13.600",""
"C0M640","2020-04-05 20:00:00","155.000","0.000","0.200","17.300","0.910","999.800","","0.000","-99.000","-99.000","-99.000","22.700","","15.700",""
"C0R660","2020-04-05 20:00:00","20.000","165.000","1.100","23.800","0.750","1016.100","","0.000","-99.000","-99.000","-99.000","24.400","","19.600",""
"C0UA10","2020-04-05 20:00:00","1711.000","0.000","0.000","6.500","1.000","835.400","","4.500","-99.000","-99.000","-99.000","8.200","","6.200",""
"C0V770","2020-04-05 20:00:00","26.000","357.000","0.800","21.100","0.630","1014.900","","0.000","-99.000","-99.000","-99.000","27.700","","17.800",""
"C0E730","2020-04-05 20:00:00","26.000","34.000","1.200","15.900","0.820","1016.500","","2.500","-99.000","-99.000","-99.000","20.500","","15.500",""
"C0V810","2020-04-05 20:00:00","32.000","351.000","1.000","20.900","0.660","1013.400","","0.000","8.300","342.000","","25.000","","17.700",""
"C0A9C0","2020-04-05 20:00:00","35.000","30.000","2.000","16.600","0.700","1017.900","","1.500","12.500","28.000","","19.300","","16.100",""
"C0X310","2020-04-05 20:00:00","9.000","16.000","4.800","18.300","0.840","1018.100","","0.000","-99.000","-99.000","-99.000","22.500","","17.600",""
"C0K280","2020-04-05 20:00:00","23.000","355.000","3.400","16.400","0.950","1018.200","","0.500","-99.000","-99.000","-99.000","22.100","","16.300",""
"C0M650","2020-04-05 20:00:00","20.000","5.000","2.700","16.600","0.880","1016.500","","0.000","-99.000","-99.000","-99.000","22.600","","16.500",""
"C0S910","2020-04-05 20:00:00","212.000","32.000","8.500","21.000","0.990","996.200","","0.500","17.700","42.000","","21.800","","19.900",""
"C0D570","2020-04-05 20:00:00","15.000","5.000","0.400","15.200","0.970","1019.600","","2.500","-99.000","-99.000","-99.000","21.100","","14.900",""
"C0M710","2020-04-05 20:00:00","15.000","5.000","3.800","16.900","0.870","1017.100","","0.000","-99.000","-99.000","-99.000","21.700","","16.900",""
"C0V490","2020-04-05 20:00:00","20.000","351.000","1.100","22.200","0.610","1015.900","","0.000","-99.000","-99.000","-99.000","27.200","","18.900",""
"C0E870","2020-04-05 20:00:00","34.000","12.000","1.400","15.600","0.930","1018.600","","2.500","-99.000","-99.000","-99.000","20.100","","15.400",""
"C0M800","2020-04-05 20:00:00","440.000","328.000","0.300","19.000","0.920","968.400","","0.000","-99.000","-99.000","-99.000","24.400","","18.200",""
"C0A570","2020-04-05 20:00:00","360.000","81.000","2.100","13.300","0.940","980.100","","3.500","-99.000","-99.000","-99.000","15.400","","13.200",""
"C0S790","2020-04-05 20:00:00","236.000","359.000","1.100","18.100","0.800","995.000","","0.000","-99.000","-99.000","-99.000","24.200","","17.600",""
"C0D590","2020-04-05 20:00:00","143.000","46.000","4.100","14.700","0.870","1005.000","","2.000","10.400","38.000","","19.300","","14.400",""
"C0U990","2020-04-05 20:00:00","31.000","239.000","1.700","15.800","0.930","1019.600","","2.500","-99.000","-99.000","-99.000","18.200","","15.400",""
"C0M700","2020-04-05 20:00:00","150.000","349.000","0.300","17.100","0.950","1001.300","","0.000","-99.000","-99.000","-99.000","23.100","","15.700",""
"C0A970","2020-04-05 20:00:00","96.000","42.000","5.200","15.700","0.990","1011.400","","0.500","-99.000","-99.000","-99.000","18.100","","14.700",""
"CM0110","2020-04-05 20:00:00","7.000","43.000","3.100","16.300","0.800","1018.700","","-99.000","-99.000","-99.000","-99.000","20.400","","16.200",""
"C0S940","2020-04-05 20:00:00","150.000","338.000","1.300","17.300","0.870","1003.600","","0.500","-99.000","-99.000","-99.000","19.000","","16.700",""
"C0X250","2020-04-05 20:00:00","33.000","360.000","1.600","17.800","0.840","1014.400","","0.000","-99.000","-99.000","-99.000","23.700","","16.600",""
"C0K520","2020-04-05 20:00:00","10.000","9.000","2.500","16.300","0.890","1016.600","","0.500","-99.000","-99.000","-99.000","21.100","","16.300",""
"C0Z200","2020-04-05 20:00:00","153.000","254.000","0.500","16.700","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","19.800","","16.500",""
"C0V740","2020-04-05 20:00:00","60.000","330.000","1.700","20.900","0.680","1012.100","","0.000","-99.000","-99.000","-99.000","27.200","","17.600",""
"C0V790","2020-04-05 20:00:00","410.000","0.000","0.000","21.000","0.740","970.500","","0.000","-99.000","-99.000","-99.000","26.700","","19.300",""
"C0G860","2020-04-05 20:00:00","45.000","316.000","1.500","16.900","0.970","1012.600","","1.000","-99.000","-99.000","-99.000","22.300","","16.800",""
"C0Z250","2020-04-05 20:00:00","1124.000","313.000","0.500","11.000","0.990","895.500","","5.500","-99.000","-99.000","-99.000","13.100","","10.800",""
"C0K440","2020-04-05 20:00:00","35.000","334.000","3.600","15.700","0.990","1014.800","","0.500","-99.000","-99.000","-99.000","20.200","","15.600",""
"C0T900","2020-04-05 20:00:00","160.000","0.000","0.200","15.900","0.890","1001.800","","0.500","-99.000","-99.000","-99.000","20.100","","15.900",""
"C0F9V0","2020-04-05 20:00:00","525.000","31.000","2.000","15.100","1.000","958.800","","3.500","-99.000","-99.000","-99.000","19.900","","14.000",""
"C0UA20","2020-04-05 20:00:00","2619.000","212.000","4.000","5.700","1.000","-99.000","","4.500","-99.000","-99.000","-99.000","9.100","","5.700",""
"C0M850","2020-04-05 20:00:00","695.000","0.000","0.000","17.600","0.980","939.100","","0.000","-99.000","-99.000","-99.000","22.600","","17.500",""
"C0C620","2020-04-05 20:00:00","19.000","30.000","2.200","17.300","0.810","1018.100","","1.500","-99.000","-99.000","-99.000","21.800","","16.600",""
"C0I360","2020-04-05 20:00:00","300.000","40.000","1.400","18.600","0.900","982.600","","1.500","-99.000","-99.000","-99.000","20.700","","16.200",""
"C0M810","2020-04-05 20:00:00","1354.000","192.000","1.900","14.000","0.880","869.700","","2.000","-99.000","-99.000","-99.000","16.900","","12.900",""
"C0AC80","2020-04-05 20:00:00","40.000","70.000","2.100","15.400","0.840","1016.800","","0.500","-99.000","-99.000","-99.000","18.700","","15.300",""
"CM0140","2020-04-05 20:00:00","26.000","58.000","1.800","20.200","0.680","1018.500","","0.000","-99.000","-99.000","-99.000","21.100","","19.300",""
"C0SA20","2020-04-05 20:00:00","857.000","360.000","2.100","13.600","0.970","923.700","","0.000","-99.000","-99.000","-99.000","16.700","","13.200",""
"C0K490","2020-04-05 20:00:00","91.000","48.000","0.300","16.500","0.930","1007.500","","0.500","-99.000","-99.000","-99.000","22.100","","16.100",""
"C0V820","2020-04-05 20:00:00","441.000","76.000","0.500","19.900","0.830","970.200","","0.000","-99.000","-99.000","-99.000","25.900","","17.800",""
"C0S810","2020-04-05 20:00:00","65.000","342.000","1.800","19.000","0.780","1015.800","","0.000","-99.000","-99.000","-99.000","22.500","","18.700",""
"C0R580","2020-04-05 20:00:00","10.000","175.000","1.900","24.000","0.760","1016.500","","0.000","-99.000","-99.000","-99.000","25.400","","18.500",""
"C0Z330","2020-04-05 20:00:00","488.000","54.000","0.400","14.000","0.990","967.700","","1.000","-99.000","-99.000","-99.000","16.200","","13.800",""
"C0E590","2020-04-05 20:00:00","40.000","38.000","1.600","14.800","0.960","1014.600","","2.500","-99.000","-99.000","-99.000","19.400","","14.800",""
"C0D540","2020-04-05 20:00:00","227.000","134.000","0.500","13.600","0.970","994.400","","0.000","-99.000","-99.000","-99.000","18.700","","13.500",""
"C0K420","2020-04-05 20:00:00","42.000","356.000","2.200","15.600","0.940","1013.700","","1.500","-99.000","-99.000","-99.000","21.000","","15.600",""
"C0Z180","2020-04-05 20:00:00","34.000","297.000","1.500","18.600","0.770","1017.800","","0.000","-99.000","-99.000","-99.000","21.100","","18.100",""
"C0AD10","2020-04-05 20:00:00","27.000","30.000","1.600","15.900","0.780","1018.000","","1.500","-99.000","-99.000","-99.000","19.200","","15.500",""
"C0M720","2020-04-05 20:00:00","225.000","357.000","0.600","16.500","0.930","991.700","","0.000","-99.000","-99.000","-99.000","22.600","","14.900",""
"C0V450","2020-04-05 20:00:00","51.000","7.000","2.300","22.800","0.590","1011.600","","0.000","-99.000","-99.000","-99.000","27.500","","18.500",""
"C0R280","2020-04-05 20:00:00","242.000","60.000","2.000","19.400","0.820","991.500","","0.500","9.700","71.000","","22.300","","19.000",""
"C0E610","2020-04-05 20:00:00","850.000","332.000","0.300","12.800","0.960","924.000","","5.000","-99.000","-99.000","-99.000","18.200","","11.700",""
"C0Z310","2020-04-05 20:00:00","59.000","333.000","0.400","17.400","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","20.400","","17.400",""
"C0S700","2020-04-05 20:00:00","507.000","76.000","0.500","14.900","0.930","963.900","","0.000","-99.000","-99.000","-99.000","18.300","","14.400",""
"C0T9G0","2020-04-05 20:00:00","605.000","13.000","0.600","13.600","0.990","954.500","","0.500","-99.000","-99.000","-99.000","16.500","","13.000",""
"C0U520","2020-04-05 20:00:00","517.000","0.000","0.000","12.400","0.990","964.900","","4.000","-99.000","-99.000","-99.000","14.100","","12.100",""
"C0E750","2020-04-05 20:00:00","62.000","30.000","2.000","15.500","0.860","1012.800","","3.000","-99.000","-99.000","-99.000","20.000","","15.300",""
"C0G660","2020-04-05 20:00:00","27.000","354.000","2.200","16.300","0.940","1017.000","","1.000","-99.000","-99.000","-99.000","22.400","","16.300",""
"C0U720","2020-04-05 20:00:00","1260.000","59.000","1.100","8.900","1.000","892.200","","5.500","-99.000","-99.000","-99.000","10.500","","8.700",""
"C0R690","2020-04-05 20:00:00","248.000","10.000","1.700","19.700","0.820","989.800","","0.000","8.900","57.000","","23.200","","19.200",""
